Id_Encuesta,eval_gob_1,eval_act_pol_1_p,eval_act_pol_1_fh,eval_act_pol_1_dv,eval_act_pol_1_co,eval_act_pol_1_ca,eval_act_pol_1_ae,eval_act_pol_1_er,eval_act_pol_1_gt,eval_act_pol_17,eval_act_pol_18,pp_congreso_61_b
1754,1,4.0,,,,4.0,,,,,,
1756,1,4.0,,,,4.0,,,,,,
1757,2,2.0,,,,3.0,,,,,,
1759,2,3.0,,,,3.0,,,,,,
1761,2,3.0,,,,4.0,,,,,,
1763,2,4.0,,,,3.0,,,,,,
1765,1,4.0,,,,4.0,,,,,,
1766,2,4.0,,,,2.0,,,,,,
1767,3,3.0,,,,3.0,,,,,,
1769,2,4.0,,,,3.0,,,,,,
1772,1,1.0,,,,5.0,,,,,,
1773,1,3.0,,,,5.0,,,,,,
1775,3,4.0,,,,3.0,,,,,,
1776,1,3.0,,,,4.0,,,,,,
1777,1,3.0,,,,5.0,,,,,,
1779,2,1.0,,,,1.0,,,,,,
1780,1,9.0,,,,4.0,,,,,,
1783,2,3.0,,,,3.0,,,,,,
1784,3,2.0,,,,5.0,,,,,,
1785,3,2.0,,,,4.0,,,,,,
1787,3,2.0,,,,3.0,,,,,,
1788,3,2.0,,,,2.0,,,,,,
1791,3,4.0,,,,3.0,,,,,,
1793,1,2.0,,,,5.0,,,,,,
1796,1,2.0,,,,5.0,,,,,,
1797,3,8.0,,,,8.0,,,,,,
1798,2,8.0,,,,8.0,,,,,,
1800,2,8.0,,,,8.0,,,,,,
1801,1,2.0,,,,3.0,,,,,,
1802,1,2.0,,,,4.0,,,,,,
1803,1,3.0,,,,5.0,,,,,,
1804,1,3.0,,,,4.0,,,,,,
1805,1,3.0,,,,5.0,,,,,,
1806,1,2.0,,,,4.0,,,,,,
1811,2,1.0,,,,3.0,,,,,,
1819,2,4.0,,,,3.0,,,,,,
1821,2,4.0,,,,2.0,,,,,,
1826,2,4.0,,,,4.0,,,,,,
1831,2,3.0,,,,4.0,,,,,,
1832,1,2.0,,,,5.0,,,,,,
1834,2,3.0,,,,2.0,,,,,,
1836,1,3.0,,,,5.0,,,,,,
1837,2,3.0,,,,3.0,,,,,,
1838,1,3.0,,,,4.0,,,,,,
1839,3,3.0,,,,3.0,,,,,,
1841,1,2.0,,,,4.0,,,,,,
1842,2,3.0,,,,3.0,,,,,,
1843,1,2.0,,,,4.0,,,,,,
1845,1,4.0,,,,5.0,,,,,,
1847,1,1.0,,,,5.0,,,,,,
1848,1,3.0,,,,4.0,,,,,,
1849,2,5.0,,,,2.0,,,,,,
1850,3,3.0,,,,4.0,,,,,,
1851,3,3.0,,,,3.0,,,,,,
1853,1,3.0,,,,4.0,,,,,,
1854,1,4.0,,,,4.0,,,,,,
1856,3,3.0,,,,1.0,,,,,,
1857,1,3.0,,,,4.0,,,,,,
1858,3,4.0,,,,4.0,,,,,,
1859,2,4.0,,,,3.0,,,,,,
1860,1,2.0,,,,4.0,,,,,,
1862,3,3.0,,,,3.0,,,,,,
1863,1,3.0,,,,4.0,,,,,,
1864,2,4.0,,,,2.0,,,,,,
1865,3,4.0,,,,4.0,,,,,,
1867,1,2.0,,,,4.0,,,,,,
1868,9,2.0,,,,3.0,,,,,,
1869,2,4.0,,,,2.0,,,,,,
1870,1,2.0,,,,5.0,,,,,,
1871,3,3.0,,,,4.0,,,,,,
1872,2,4.0,,,,3.0,,,,,,
1873,1,3.0,,,,4.0,,,,,,
1876,1,5.0,,,,4.0,,,,,,
1878,3,3.0,,,,3.0,,,,,,
1879,1,1.0,,,,5.0,,,,,,
1881,1,3.0,,,,4.0,,,,,,
1885,2,3.0,,,,5.0,,,,,,
1886,1,3.0,,,,4.0,,,,,,
1887,1,3.0,,,,5.0,,,,,,
1889,1,4.0,,,,5.0,,,,,,
1890,1,3.0,,,,5.0,,,,,,
1891,2,5.0,,,,2.0,,,,,,
1892,3,9.0,,,,9.0,,,,,,
1894,2,2.0,,,,3.0,,,,,,
1895,1,5.0,,,,3.0,,,,,,
1897,1,1.0,,,,3.0,,,,,,
1898,1,2.0,,,,5.0,,,,,,
1899,1,6.0,,,,6.0,,,,,,
1900,1,9.0,,,,5.0,,,,,,
1901,1,1.0,,,,5.0,,,,,,
1902,1,1.0,,,,5.0,,,,,,
1903,2,2.0,,,,2.0,,,,,,
1904,3,1.0,,,,1.0,,,,,,
1905,8,2.0,,,,4.0,,,,,,
1906,3,1.0,,,,1.0,,,,,,
1907,1,3.0,,,,4.0,,,,,,
1908,2,4.0,,,,3.0,,,,,,
1909,3,2.0,,,,3.0,,,,,,
1910,1,5.0,,,,5.0,,,,,,
1911,1,2.0,,,,4.0,,,,,,
1912,2,3.0,,,,2.0,,,,,,
1913,3,4.0,,,,4.0,,,,,,
1914,1,1.0,,,,4.0,,,,,,
1915,3,2.0,,,,4.0,,,,,,
1916,2,1.0,,,,3.0,,,,,,
1917,1,3.0,,,,5.0,,,,,,
1918,1,1.0,,,,5.0,,,,,,
1919,2,2.0,,,,3.0,,,,,,
1920,2,3.0,,,,3.0,,,,,,
1921,2,4.0,,,,2.0,,,,,,
1922,2,5.0,,,,1.0,,,,,,
1923,3,2.0,,,,4.0,,,,,,
1924,3,3.0,,,,3.0,,,,,,
1925,2,2.0,,,,4.0,,,,,,
1926,3,3.0,,,,4.0,,,,,,
1927,2,4.0,,,,2.0,,,,,,
1928,3,8.0,,,,8.0,,,,,,
1929,1,4.0,,,,4.0,,,,,,
1930,2,2.0,,,,4.0,,,,,,
1931,1,4.0,,,,4.0,,,,,,
1935,3,4.0,,,,4.0,,,,,,
1936,1,4.0,,,,5.0,,,,,,
1937,3,5.0,,,,2.0,,,,,,
1938,2,5.0,,,,5.0,,,,,,
1939,3,9.0,,,,9.0,,,,,,
1941,1,9.0,,,,9.0,,,,,,
1944,1,2.0,,,,4.0,,,,,,
1945,2,1.0,,,,1.0,,,,,,
1946,2,3.0,,,,3.0,,,,,,
1947,2,9.0,,,,9.0,,,,,,
1948,1,2.0,,,,3.0,,,,,,
1949,1,2.0,,,,4.0,,,,,,
1951,1,1.0,,,,5.0,,,,,,
1952,1,4.0,,,,4.0,,,,,,
1953,3,4.0,,,,4.0,,,,,,
1954,1,4.0,,,,4.0,,,,,,
1955,1,2.0,,,,5.0,,,,,,
1957,1,4.0,,,,4.0,,,,,,
1958,1,2.0,,,,4.0,,,,,,
1959,1,2.0,,,,5.0,,,,,,
1960,1,3.0,,,,4.0,,,,,,
1961,1,2.0,,,,5.0,,,,,,
1962,1,3.0,,,,4.0,,,,,,
1963,3,8.0,,,,4.0,,,,,,
1964,1,1.0,,,,5.0,,,,,,
1965,1,3.0,,,,3.0,,,,,,
1966,2,6.0,,,,3.0,,,,,,
1967,1,4.0,,,,4.0,,,,,,
1968,1,2.0,,,,4.0,,,,,,
1969,3,4.0,,,,4.0,,,,,,
1970,2,2.0,,,,4.0,,,,,,
1971,3,3.0,,,,4.0,,,,,,
1972,3,4.0,,,,5.0,,,,,,
1973,1,4.0,,,,3.0,,,,,,
1975,8,3.0,,,,3.0,,,,,,
1977,1,2.0,,,,5.0,,,,,,
1978,3,4.0,,,,3.0,,,,,,
1979,2,5.0,,,,2.0,,,,,,
1980,1,4.0,,,,3.0,,,,,,
1981,1,4.0,,,,3.0,,,,,,
1983,2,1.0,,,,4.0,,,,,,
1985,1,3.0,,,,3.0,,,,,,
1989,1,2.0,,,,4.0,,,,,,
1990,3,3.0,,,,8.0,,,,,,
1991,3,2.0,,,,6.0,,,,,,
1992,1,3.0,,,,4.0,,,,,,
3,3,3.0,,,,3.0,1.0,,,,,
8,2,4.0,,,,2.0,2.0,,,,,
13,3,4.0,,,,3.0,2.0,,,,,
14,2,2.0,,,,3.0,4.0,,,,,
21,1,4.0,,,,4.0,8.0,,,,,
22,1,4.0,,,,4.0,2.0,,,,,
27,2,4.0,,,,1.0,4.0,,,,,
30,2,3.0,,,,3.0,3.0,,,,,
42,2,9.0,,,,2.0,9.0,,,,,
46,3,4.0,,,,2.0,2.0,,,,,
114,2,3.0,,,,3.0,2.0,,,,,
151,2,3.0,,,,3.0,3.0,,,,,
161,8,3.0,,,,5.0,3.0,,,,,
163,2,3.0,,,,3.0,3.0,,,,,
171,3,6.0,,,,6.0,6.0,,,,,
173,3,2.0,,,,4.0,1.0,,,,,
184,1,3.0,,,,4.0,6.0,,,,,
190,2,9.0,,,,9.0,9.0,,,,,
202,2,9.0,,,,1.0,2.0,,,,,
204,2,5.0,,,,1.0,3.0,,,,,
205,2,9.0,,,,2.0,6.0,,,,,
229,1,1.0,,,,4.0,1.0,,,,,
234,1,3.0,,,,4.0,3.0,,,,,
245,2,2.0,,,,3.0,1.0,,,,,
250,3,4.0,,,,4.0,2.0,,,,,
252,1,3.0,,,,4.0,3.0,,,,,
255,8,2.0,,,,4.0,2.0,,,,,
256,1,2.0,,,,4.0,2.0,,,,,
258,3,9.0,,,,9.0,9.0,,,,,
261,2,3.0,,,,2.0,3.0,,,,,
268,3,3.0,,,,3.0,3.0,,,,,
271,1,3.0,,,,4.0,6.0,,,,,
278,2,4.0,,,,2.0,2.0,,,,,
279,1,2.0,,,,5.0,1.0,,,,,
280,2,4.0,,,,1.0,3.0,,,,,
281,3,1.0,,,,3.0,2.0,,,,,
282,2,3.0,,,,2.0,2.0,,,,,
285,2,2.0,,,,2.0,2.0,,,,,
286,2,9.0,,,,9.0,2.0,,,,,
289,8,8.0,,,,8.0,8.0,,,,,
290,2,2.0,,,,1.0,3.0,,,,,
291,2,4.0,,,,3.0,2.0,,,,,
292,1,2.0,,,,4.0,2.0,,,,,
302,2,1.0,,,,4.0,2.0,,,,,
304,1,2.0,,,,4.0,1.0,,,,,
314,8,4.0,,,,3.0,3.0,,,,,
321,3,3.0,,,,3.0,8.0,,,,,
340,2,9.0,,,,9.0,9.0,,,,,
348,2,9.0,,,,9.0,9.0,,,,,
354,1,3.0,,,,4.0,2.0,,,,,
362,2,1.0,,,,2.0,1.0,,,,,
368,3,3.0,,,,2.0,4.0,,,,,
373,2,4.0,,,,2.0,3.0,,,,,
377,1,5.0,,,,5.0,4.0,,,,,
384,2,1.0,,,,2.0,4.0,,,,,
397,3,2.0,,,,3.0,2.0,,,,,
398,2,4.0,,,,2.0,4.0,,,,,
404,1,4.0,,,,4.0,3.0,,,,,
408,1,3.0,,,,5.0,1.0,,,,,
413,1,4.0,,,,5.0,4.0,,,,,
433,2,1.0,,,,4.0,1.0,,,,,
443,1,3.0,,,,4.0,2.0,,,,,
444,2,3.0,,,,2.0,6.0,,,,,
453,1,4.0,,,,4.0,2.0,,,,,
455,3,3.0,,,,3.0,8.0,,,,,
466,9,9.0,,,,9.0,9.0,,,,,
469,2,3.0,,,,2.0,3.0,,,,,
470,2,4.0,,,,3.0,3.0,,,,,
487,3,2.0,,,,4.0,2.0,,,,,
489,1,8.0,,,,3.0,8.0,,,,,
497,1,4.0,,,,4.0,6.0,,,,,
498,2,4.0,,,,3.0,3.0,,,,,
501,9,9.0,,,,9.0,9.0,,,,,
508,2,3.0,,,,4.0,6.0,,,,,
515,2,8.0,,,,3.0,2.0,,,,,
517,2,2.0,,,,2.0,2.0,,,,,
520,3,4.0,,,,8.0,4.0,,,,,
532,3,4.0,,,,3.0,6.0,,,,,
544,2,3.0,,,,2.0,3.0,,,,,
545,2,4.0,,,,2.0,8.0,,,,,
549,1,9.0,,,,9.0,9.0,,,,,
550,3,6.0,,,,4.0,6.0,,,,,
558,1,8.0,,,,8.0,8.0,,,,,
566,1,3.0,,,,3.0,4.0,,,,,
576,2,4.0,,,,4.0,4.0,,,,,
584,1,2.0,,,,3.0,2.0,,,,,
588,2,3.0,,,,3.0,2.0,,,,,
601,2,2.0,,,,8.0,4.0,,,,,
602,2,3.0,,,,8.0,4.0,,,,,
613,2,3.0,,,,3.0,3.0,,,,,
653,1,2.0,,,,4.0,4.0,,,,,
674,2,4.0,,,,2.0,3.0,,,,,
683,2,4.0,,,,2.0,4.0,,,,,
729,1,2.0,,,,3.0,2.0,,,,,
731,1,3.0,,,,4.0,2.0,,,,,
733,2,4.0,,,,4.0,2.0,,,,,
737,1,2.0,,,,4.0,1.0,,,,,
745,2,4.0,,,,4.0,4.0,,,,,
759,2,4.0,,,,2.0,4.0,,,,,
771,1,2.0,,,,5.0,2.0,,,,,
772,1,2.0,,,,5.0,8.0,,,,,
775,2,8.0,,,,8.0,4.0,,,,,
776,1,3.0,,,,3.0,4.0,,,,,
780,2,4.0,,,,3.0,3.0,,,,,
783,2,4.0,,,,2.0,4.0,,,,,
790,1,3.0,,,,4.0,2.0,,,,,
792,2,2.0,,,,2.0,2.0,,,,,
807,1,2.0,,,,5.0,2.0,,,,,
820,2,4.0,,,,4.0,4.0,,,,,
824,8,4.0,,,,3.0,8.0,,,,,
828,2,4.0,,,,2.0,8.0,,,,,
829,2,5.0,,,,2.0,4.0,,,,,
831,1,2.0,,,,4.0,1.0,,,,,
839,2,9.0,,,,8.0,8.0,,,,,
847,2,3.0,,,,2.0,2.0,,,,,
862,3,4.0,,,,3.0,2.0,,,,,
887,1,2.0,,,,5.0,2.0,,,,,
959,1,3.0,,,,4.0,4.0,,,,,
968,8,4.0,,,,3.0,8.0,,,,,
970,2,4.0,,,,3.0,4.0,,,,,
977,1,4.0,,,,4.0,3.0,,,,,
978,1,3.0,,,,4.0,2.0,,,,,
1010,1,4.0,,,,4.0,4.0,,,,,
1027,2,3.0,,,,3.0,2.0,,,,,
1049,2,4.0,,,,1.0,4.0,,,,,
1083,1,1.0,,,,5.0,2.0,,,,,
1084,1,4.0,,,,4.0,8.0,,,,,
1086,1,1.0,,,,5.0,1.0,,,,,
1090,2,4.0,,,,4.0,4.0,,,,,
1091,2,4.0,,,,3.0,6.0,,,,,
1092,2,4.0,,,,1.0,4.0,,,,,
1095,3,3.0,,,,8.0,6.0,,,,,
1098,2,3.0,,,,3.0,3.0,,,,,
1099,2,5.0,,,,1.0,3.0,,,,,
1101,2,4.0,,,,4.0,4.0,,,,,
1106,2,9.0,,,,9.0,9.0,,,,,
1107,2,4.0,,,,4.0,3.0,,,,,
1108,2,9.0,,,,9.0,9.0,,,,,
1109,2,4.0,,,,3.0,2.0,,,,,
1110,2,3.0,,,,4.0,3.0,,,,,
1121,1,2.0,,,,4.0,2.0,,,,,
1130,2,3.0,,,,4.0,4.0,,,,,
1131,2,2.0,,,,2.0,2.0,,,,,
1134,2,3.0,,,,3.0,2.0,,,,,
1136,3,2.0,,,,5.0,2.0,,,,,
1142,3,3.0,,,,3.0,4.0,,,,,
1149,1,4.0,,,,5.0,4.0,,,,,
1153,9,3.0,,,,2.0,8.0,,,,,
1165,1,4.0,,,,4.0,2.0,,,,,
1172,2,3.0,,,,1.0,4.0,,,,,
1174,9,1.0,,,,1.0,2.0,,,,,
1179,3,3.0,,,,3.0,3.0,,,,,
1180,2,5.0,,,,1.0,5.0,,,,,
1184,3,9.0,,,,9.0,9.0,,,,,
1186,3,9.0,,,,9.0,9.0,,,,,
1188,1,3.0,,,,4.0,5.0,,,,,
1190,3,2.0,,,,4.0,2.0,,,,,
1192,3,8.0,,,,9.0,9.0,,,,,
1193,3,3.0,,,,3.0,2.0,,,,,
1200,2,4.0,,,,2.0,4.0,,,,,
1201,2,3.0,,,,3.0,1.0,,,,,
1203,2,1.0,,,,1.0,2.0,,,,,
1204,2,3.0,,,,1.0,1.0,,,,,
1206,1,4.0,,,,5.0,4.0,,,,,
1207,2,2.0,,,,1.0,1.0,,,,,
1212,3,3.0,,,,3.0,2.0,,,,,
1213,3,4.0,,,,4.0,2.0,,,,,
1214,2,2.0,,,,2.0,3.0,,,,,
1217,2,4.0,,,,2.0,2.0,,,,,
1222,3,2.0,,,,2.0,2.0,,,,,
1228,2,3.0,,,,2.0,2.0,,,,,
1229,2,1.0,,,,2.0,4.0,,,,,
1233,2,4.0,,,,2.0,2.0,,,,,
1234,2,4.0,,,,3.0,5.0,,,,,
1235,2,4.0,,,,2.0,5.0,,,,,
1237,2,2.0,,,,4.0,2.0,,,,,
1239,3,3.0,,,,3.0,8.0,,,,,
1241,1,4.0,,,,4.0,3.0,,,,,
1243,2,4.0,,,,1.0,3.0,,,,,
1246,2,2.0,,,,3.0,1.0,,,,,
1247,1,2.0,,,,4.0,6.0,,,,,
1249,2,6.0,,,,5.0,8.0,,,,,
1253,3,2.0,,,,3.0,2.0,,,,,
1256,3,1.0,,,,4.0,3.0,,,,,
1258,3,1.0,,,,5.0,1.0,,,,,
1261,1,2.0,,,,4.0,2.0,,,,,
1264,2,3.0,,,,2.0,3.0,,,,,
1268,2,3.0,,,,1.0,4.0,,,,,
1271,2,3.0,,,,3.0,3.0,,,,,
1274,3,2.0,,,,2.0,2.0,,,,,
1282,2,1.0,,,,2.0,1.0,,,,,
1283,2,6.0,,,,3.0,6.0,,,,,
1284,2,2.0,,,,2.0,2.0,,,,,
1291,2,1.0,,,,3.0,1.0,,,,,
1292,3,1.0,,,,5.0,2.0,,,,,
1296,1,2.0,,,,5.0,5.0,,,,,
1300,2,5.0,,,,1.0,5.0,,,,,
1307,1,4.0,,,,5.0,2.0,,,,,
1309,3,9.0,,,,9.0,9.0,,,,,
1310,2,5.0,,,,2.0,5.0,,,,,
1311,2,9.0,,,,9.0,9.0,,,,,
1312,9,9.0,,,,9.0,9.0,,,,,
1313,2,5.0,,,,1.0,8.0,,,,,
1314,1,3.0,,,,3.0,3.0,,,,,
1318,2,3.0,,,,3.0,6.0,,,,,
1319,1,2.0,,,,5.0,1.0,,,,,
1320,2,9.0,,,,9.0,9.0,,,,,
1324,2,5.0,,,,1.0,4.0,,,,,
1330,2,4.0,,,,2.0,6.0,,,,,
1333,2,4.0,,,,4.0,1.0,,,,,
1334,9,2.0,,,,2.0,1.0,,,,,
1337,1,4.0,,,,5.0,1.0,,,,,
1339,3,1.0,,,,3.0,1.0,,,,,
1341,2,4.0,,,,2.0,3.0,,,,,
1351,2,4.0,,,,1.0,3.0,,,,,
1352,2,4.0,,,,2.0,3.0,,,,,
1353,1,3.0,,,,3.0,3.0,,,,,
1355,2,3.0,,,,3.0,3.0,,,,,
1356,2,4.0,,,,2.0,4.0,,,,,
1358,1,3.0,,,,5.0,1.0,,,,,
1359,3,3.0,,,,3.0,3.0,,,,,
1360,2,5.0,,,,2.0,4.0,,,,,
1361,1,2.0,,,,4.0,1.0,,,,,
1362,2,5.0,,,,1.0,5.0,,,,,
1367,2,4.0,,,,1.0,4.0,,,,,
1375,2,2.0,,,,2.0,2.0,,,,,
1376,2,5.0,,,,1.0,2.0,,,,,
1379,1,3.0,,,,5.0,2.0,,,,,
1381,2,5.0,,,,1.0,4.0,,,,,
1385,2,4.0,,,,1.0,4.0,,,,,
1387,3,4.0,,,,2.0,4.0,,,,,
1391,9,9.0,,,,9.0,9.0,,,,,
1392,2,2.0,,,,4.0,3.0,,,,,
1393,2,3.0,,,,1.0,3.0,,,,,
1394,2,2.0,,,,2.0,1.0,,,,,
1396,2,4.0,,,,1.0,4.0,,,,,
1397,1,1.0,,,,4.0,1.0,,,,,
1399,3,2.0,,,,4.0,1.0,,,,,
1403,2,2.0,,,,3.0,4.0,,,,,
1404,1,2.0,,,,4.0,1.0,,,,,
1406,1,2.0,,,,5.0,1.0,,,,,
1409,3,1.0,,,,5.0,3.0,,,,,
1410,2,3.0,,,,3.0,4.0,,,,,
1414,1,3.0,,,,5.0,2.0,,,,,
1415,2,1.0,,,,6.0,6.0,,,,,
1417,2,1.0,,,,1.0,2.0,,,,,
1418,1,1.0,,,,5.0,1.0,,,,,
1419,2,4.0,,,,1.0,4.0,,,,,
1430,2,3.0,,,,2.0,4.0,,,,,
1431,2,5.0,,,,2.0,4.0,,,,,
1433,2,4.0,,,,1.0,2.0,,,,,
1434,1,4.0,,,,5.0,4.0,,,,,
1435,2,4.0,,,,1.0,3.0,,,,,
1436,2,2.0,,,,2.0,1.0,,,,,
1437,1,3.0,,,,4.0,2.0,,,,,
1438,3,3.0,,,,3.0,4.0,,,,,
1439,2,3.0,,,,3.0,3.0,,,,,
1440,1,3.0,,,,3.0,2.0,,,,,
1442,2,3.0,,,,2.0,4.0,,,,,
1444,2,4.0,,,,1.0,5.0,,,,,
1452,2,5.0,,,,2.0,2.0,,,,,
1453,2,1.0,,,,3.0,1.0,,,,,
1469,3,3.0,,,,2.0,3.0,,,,,
1474,3,3.0,,,,2.0,3.0,,,,,
1476,2,5.0,,,,2.0,4.0,,,,,
1478,2,3.0,,,,3.0,3.0,,,,,
1483,2,2.0,,,,3.0,2.0,,,,,
1484,2,3.0,,,,3.0,4.0,,,,,
1486,2,3.0,,,,3.0,3.0,,,,,
1489,2,3.0,,,,2.0,3.0,,,,,
1492,2,3.0,,,,2.0,3.0,,,,,
1503,3,3.0,,,,3.0,4.0,,,,,
1508,2,4.0,,,,3.0,5.0,,,,,
1520,2,2.0,,,,2.0,2.0,,,,,
1521,1,1.0,,,,3.0,1.0,,,,,
1522,2,4.0,,,,3.0,4.0,,,,,
1524,2,1.0,,,,2.0,1.0,,,,,
1538,3,1.0,,,,4.0,1.0,,,,,
1541,2,1.0,,,,3.0,1.0,,,,,
1544,2,2.0,,,,3.0,3.0,,,,,
1546,1,2.0,,,,5.0,2.0,,,,,
1559,2,5.0,,,,2.0,1.0,,,,,
1560,2,2.0,,,,2.0,2.0,,,,,
1562,2,5.0,,,,2.0,4.0,,,,,
1564,1,2.0,,,,4.0,1.0,,,,,
1567,2,2.0,,,,2.0,2.0,,,,,
1569,2,3.0,,,,3.0,3.0,,,,,
1575,3,3.0,,,,4.0,2.0,,,,,
1578,1,1.0,,,,4.0,1.0,,,,,
1579,2,9.0,,,,9.0,9.0,,,,,
1582,3,2.0,,,,2.0,2.0,,,,,
1584,2,3.0,,,,2.0,4.0,,,,,
1599,3,3.0,,,,3.0,2.0,,,,,
1605,2,2.0,,,,3.0,2.0,,,,,
1609,2,3.0,,,,3.0,4.0,,,,,
1610,3,2.0,,,,4.0,2.0,,,,,
1611,1,2.0,,,,4.0,3.0,,,,,
1612,2,3.0,,,,2.0,2.0,,,,,
1613,2,4.0,,,,2.0,4.0,,,,,
1614,2,8.0,,,,8.0,8.0,,,,,
1617,2,3.0,,,,1.0,3.0,,,,,
1618,1,2.0,,,,4.0,2.0,,,,,
1627,1,1.0,,,,5.0,1.0,,,,,
1630,2,4.0,,,,2.0,4.0,,,,,
1631,1,2.0,,,,4.0,1.0,,,,,
1633,2,1.0,,,,2.0,2.0,,,,,
1634,1,4.0,,,,4.0,2.0,,,,,
1637,2,1.0,,,,1.0,1.0,,,,,
1638,2,3.0,,,,1.0,2.0,,,,,
1640,2,4.0,,,,2.0,5.0,,,,,
1641,1,2.0,,,,3.0,1.0,,,,,
1642,2,4.0,,,,1.0,4.0,,,,,
1644,2,4.0,,,,3.0,6.0,,,,,
1645,3,3.0,,,,3.0,2.0,,,,,
1646,2,4.0,,,,2.0,4.0,,,,,
1649,2,3.0,,,,4.0,4.0,,,,,
1652,2,5.0,,,,3.0,3.0,,,,,
1653,2,4.0,,,,2.0,2.0,,,,,
1656,2,4.0,,,,4.0,3.0,,,,,
1659,2,4.0,,,,4.0,3.0,,,,,
1661,3,6.0,,,,3.0,3.0,,,,,
1665,2,3.0,,,,2.0,2.0,,,,,
1667,2,4.0,,,,4.0,4.0,,,,,
1671,2,2.0,,,,3.0,3.0,,,,,
1672,2,3.0,,,,2.0,5.0,,,,,
1676,2,2.0,,,,2.0,1.0,,,,,
1678,1,1.0,,,,4.0,1.0,,,,,
1683,2,2.0,,,,2.0,3.0,,,,,
1684,3,3.0,,,,3.0,1.0,,,,,
1695,2,6.0,,,,2.0,6.0,,,,,
1696,2,2.0,,,,2.0,4.0,,,,,
1697,2,6.0,,,,9.0,9.0,,,,,
1703,2,8.0,,,,1.0,8.0,,,,,
1705,2,5.0,,,,1.0,4.0,,,,,
1707,2,4.0,,,,2.0,2.0,,,,,
1710,2,2.0,,,,2.0,2.0,,,,,
1712,2,4.0,,,,2.0,4.0,,,,,
1714,2,2.0,,,,3.0,2.0,,,,,
1715,2,4.0,,,,2.0,4.0,,,,,
1718,1,3.0,,,,3.0,1.0,,,,,
1735,2,4.0,,,,2.0,3.0,,,,,
1736,2,4.0,,,,2.0,4.0,,,,,
1737,3,3.0,,,,3.0,2.0,,,,,
1738,2,2.0,,,,2.0,2.0,,,,,
1739,2,2.0,,,,3.0,3.0,,,,,
1741,2,3.0,,,,1.0,2.0,,,,,
1745,1,2.0,,,,5.0,1.0,,,,,
1746,3,3.0,,,,3.0,2.0,,,,,
1747,1,3.0,,,,4.0,3.0,,,,,
1748,8,4.0,,,,2.0,3.0,,,,,
1750,2,4.0,,,,2.0,4.0,,,,,
1755,2,3.0,,,,3.0,3.0,,,,,
1758,2,4.0,,,,1.0,4.0,,,,,
1760,2,2.0,,,,2.0,2.0,,,,,
1762,2,2.0,,,,4.0,3.0,,,,,
1764,2,2.0,,,,4.0,2.0,,,,,
1768,2,1.0,,,,3.0,1.0,,,,,
1770,2,1.0,,,,1.0,1.0,,,,,
1771,2,3.0,,,,3.0,3.0,,,,,
1774,2,4.0,,,,2.0,4.0,,,,,
1778,3,4.0,,,,4.0,8.0,,,,,
1781,3,4.0,,,,2.0,2.0,,,,,
1782,2,4.0,,,,3.0,4.0,,,,,
1786,2,4.0,,,,2.0,4.0,,,,,
1789,1,1.0,,,,5.0,1.0,,,,,
1790,2,4.0,,,,2.0,4.0,,,,,
1792,2,4.0,,,,2.0,4.0,,,,,
1794,2,3.0,,,,3.0,3.0,,,,,
1795,1,1.0,,,,5.0,1.0,,,,,
1799,2,4.0,,,,2.0,4.0,,,,,
1807,2,4.0,,,,4.0,4.0,,,,,
1808,2,4.0,,,,3.0,1.0,,,,,
1809,2,4.0,,,,2.0,6.0,,,,,
1812,3,1.0,,,,4.0,2.0,,,,,
1813,3,9.0,,,,9.0,9.0,,,,,
1814,3,9.0,,,,9.0,9.0,,,,,
1815,2,8.0,,,,9.0,8.0,,,,,
1816,1,3.0,,,,4.0,6.0,,,,,
1817,1,4.0,,,,2.0,4.0,,,,,
1818,2,9.0,,,,8.0,9.0,,,,,
1820,1,5.0,,,,5.0,5.0,,,,,
1822,3,9.0,,,,9.0,9.0,,,,,
1823,2,9.0,,,,9.0,9.0,,,,,
1824,2,9.0,,,,9.0,9.0,,,,,
1825,1,9.0,,,,8.0,9.0,,,,,
1827,2,5.0,,,,4.0,5.0,,,,,
1829,3,9.0,,,,9.0,9.0,,,,,
1830,3,9.0,,,,9.0,6.0,,,,,
1840,2,8.0,,,,8.0,6.0,,,,,
1844,2,4.0,,,,2.0,2.0,,,,,
1846,2,9.0,,,,9.0,9.0,,,,,
1852,2,4.0,,,,2.0,2.0,,,,,
1855,2,4.0,,,,1.0,1.0,,,,,
1861,2,4.0,,,,2.0,4.0,,,,,
1866,2,4.0,,,,2.0,3.0,,,,,
19,1,2.0,,,,5.0,1.0,,,,,
40,2,3.0,,,,3.0,2.0,,,,,
129,1,4.0,,,,4.0,2.0,,,,,
131,3,3.0,,,,3.0,3.0,,,,,
132,1,4.0,,,,4.0,2.0,,,,,
153,2,4.0,,,,3.0,4.0,,,,,
214,3,1.0,,,,3.0,2.0,,,,,
228,2,2.0,,,,2.0,2.0,,,,,
244,2,1.0,,,,4.0,2.0,,,,,
270,2,3.0,,,,3.0,4.0,,,,,
295,2,3.0,,,,2.0,3.0,,,,,
298,1,6.0,,,,5.0,2.0,,,,,
353,1,2.0,,,,4.0,2.0,,,,,
371,1,4.0,,,,4.0,8.0,,,,,
383,1,1.0,,,,4.0,2.0,,,,,
465,1,4.0,,,,4.0,3.0,,,,,
488,2,4.0,,,,1.0,1.0,,,,,
491,2,3.0,,,,1.0,4.0,,,,,
